,ARSUSD,COPUSD,CLPUSD,Net trade in goods (value)_Colombia,Net trade in goods (value)_Chile,Net trade in goods (value)_United States,Net trade in goods (value)_Argentina,Exports in goods (value)_Colombia,Exports in goods (value)_Chile,Exports in goods (value)_United States,Exports in goods (value)_Argentina,Imports in goods (value)_Colombia,Imports in goods (value)_Chile,Imports in goods (value)_United States,Imports in goods (value)_Argentina,Insured Unemployment Rate,Chicago Fed National Financial Conditions Index,Federal Funds Effective Rate,Equity Market-related Economic Uncertainty Index,Economic Policy Uncertainty Index for United States,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Consumer Price Index: All items: Total: Total for Argentina,U.S. Exports of Goods by F.A.S. Basis to Argentina,U.S. Imports of Goods by Customs Basis from Argentina,Consumer Price Index: All Items: Total: Total for Chile,Unemployment Rate: Aged 15 and over: All Persons for Chile,U.S. Exports of Goods by F.A.S. Basis to Chile,U.S. Imports of Goods by Customs Basis from Chile,Consumer Price Index: All items: Total: Total for Colombia,Unemployment Rate: Aged 15 and over: All Persons for Colombia,U.S. Exports of Goods by F.A.S. Basis to Colombia,GDP_United States,GDP_Argentina,GDP_Chile,GDP_Colombia,Interest Rate_Columbia,Interest Rate_Chile,Interest Rate_Argentina,SP500,VIX,Merval,BBG_Comm_Index,BBG_Agriculture_Index,BBG_Aluminum_Index,BBG_Soybeans_Index,BBG_SoybeansOil_Index,BBG_Copper_Index,BBG_Coffee_Index,BBG_Cocoa_Index,Crude Oil Commodity,Brent Crude Commodity,US GBond 1M,US GBond 6M,US GBond 1Y,US GBond 2Y,US GBond 5Y,US GBond 10Y,US GBond 30Y,Chile GBond 10Y,S&P CLX IPSA
2016-10-11,0.06585,0.000342,0.001519,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34112,0.41,7.16000,54.57000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2136.72998,15.36,17159.199219,86.1764,55.5159,27.5975,220.44,42.3831,218.37,15.9286,62.4754,50.79,52.41,0.248,0.465,0.649,0.866,1.294,0.866,2.494,4.17,4103.55
2016-10-12,0.06588,0.000348,0.0015,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34112,0.41,6.00000,59.38000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2139.179932,15.91,17207.900391,85.649,54.9729,27.6921,218.49,42.3781,217.47,16.066,61.9603,50.18,51.81,0.256,0.485,0.688,0.871,1.304,0.871,2.509,4.19,4112.2
2016-10-13,0.066392,0.000351,0.001502,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34112,0.41,20.45000,50.64000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2132.550049,16.690001,17234.800781,86.2813,55.8473,27.8048,221.05,42.4185,212.03,16.1293,63.2034,50.44,52.03,0.246,0.442,0.657,0.834,1.255,0.834,2.475,4.2,4125.4
2016-10-14,0.066129,0.000347,0.001494,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34970,0.41,12.45000,80.62000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2132.97998,16.120001,17414.900391,86.3405,56.3907,27.5213,222.31,43.6787,210.88,16.4145,63.7198,50.35,51.95,0.248,0.452,0.66,0.839,1.282,0.839,2.555,4.22,4141.16
2016-10-15,0.066129,0.000347,0.001494,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34970,0.41,9.99000,98.91000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2132.97998,16.120001,17414.900391,86.3405,56.3907,27.5213,222.31,43.6787,210.88,16.4145,63.7198,50.35,51.95,0.2542,0.4547,0.6623,0.839,1.2899,0.839,2.563,4.22,4141.16
2016-10-16,0.066129,0.000347,0.001494,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34970,0.41,97.64000,98.05000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2132.97998,16.120001,17414.900391,86.3405,56.3907,27.5213,222.31,43.6787,210.88,16.4145,63.7198,49.94,51.95,0.2491,0.4471,0.652,0.839,1.2785,0.839,2.549,4.22,4141.16
2016-10-17,0.065863,0.000343,0.001492,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34970,0.41,141.07000,115.14000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2126.5,16.209999,17664.0,86.3877,56.9908,27.2831,225.92,45.0019,210.53,16.5941,63.0653,49.94,51.52,0.228,0.445,0.652,0.823,1.256,0.823,2.523,4.24,4151.79
2016-10-18,0.065755,0.000344,0.001493,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34970,0.41,7.03000,45.55000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2139.600098,15.28,17847.599609,86.5539,56.8206,26.9791,224.83,44.523,210.38,16.7684,63.2534,50.29,51.68,0.236,0.48,0.652,0.811,1.236,0.811,2.512,4.22,4202.16
2016-10-19,0.065815,0.000343,0.001498,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34970,0.41,5.75000,61.32000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2144.290039,14.41,18125.400391,86.8947,57.1089,26.8107,226.95,44.9515,210.18,16.6733,63.8636,51.6,52.67,0.241,0.47,0.642,0.803,1.234,0.803,2.515,4.21,4256.38
2016-10-20,0.065924,0.000342,0.001504,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.34970,0.41,5.12000,48.77000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2141.340088,13.75,18147.300781,86.0215,56.4519,26.4903,225.63,44.5104,209.43,16.4673,63.7001,50.43,51.38,0.241,0.467,0.647,0.823,1.243,0.823,2.498,4.17,4235.28
2016-10-21,0.065915,0.000347,0.001501,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.36078,0.41,12.78000,34.08000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2141.159912,13.34,18257.300781,86.1053,56.6038,26.7039,227.35,44.586,208.68,16.4885,63.8882,50.85,51.78,0.243,0.465,0.652,0.827,1.244,0.827,2.492,4.18,4258.9
2016-10-22,0.065915,0.000347,0.001501,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.36078,0.41,9.91000,41.54000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2141.159912,13.34,18257.300781,86.1053,56.6038,26.7039,227.35,44.586,208.68,16.4885,63.8882,50.85,51.78,0.243,0.465,0.652,0.827,1.244,0.827,2.492,4.18,4258.9
2016-10-23,0.065915,0.000347,0.001501,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.36078,0.41,26.04000,85.95000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2141.159912,13.34,18257.300781,86.1053,56.6038,26.7039,227.35,44.586,208.68,16.4885,63.8882,50.52,51.78,0.2383,0.4624,0.6468,0.827,1.2461,0.827,2.495,4.18,4258.9
2016-10-24,0.066155,0.000341,0.001502,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.36078,0.41,20.53000,58.65000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2151.330078,13.02,18390.699219,86.1501,56.7829,26.7902,229.64,45.6824,209.13,16.6786,63.4211,50.52,51.46,0.215,0.465,0.655,0.84,1.269,0.84,2.516,4.19,4275.99
2016-10-25,0.065961,0.000341,0.001527,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.36078,0.41,22.55000,114.51000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2143.159912,13.46,18409.099609,86.0107,56.9076,27.4228,229.64,45.4304,213.67,17.3757,64.1251,49.96,50.79,0.205,0.483,0.657,0.856,1.276,0.856,2.502,4.17,4313.02
2016-10-26,0.065707,0.000337,0.001532,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.36078,0.41,11.18000,40.45000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2139.429932,14.24,18187.599609,85.5405,57.4361,27.5953,233.94,45.317,214.37,17.2912,64.9229,49.18,49.98,0.241,0.483,0.657,0.872,1.302,0.872,2.537,4.19,4295.29
2016-10-27,0.065811,0.000338,0.00153,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.36078,0.41,25.45000,85.31000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2133.040039,15.36,18065.599609,86.2162,57.6967,27.9239,234.86,44.5104,216.17,17.4074,64.056,49.72,50.47,0.175,0.49,0.66,0.884,1.338,0.884,2.602,4.22,4302.66
2016-10-28,0.065933,0.000345,0.001538,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.37476,0.41,43.90000,74.06000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2126.409912,16.190001,17869.099609,85.9119,57.1508,28.2607,231.88,44.9011,219.17,17.4814,64.6193,48.7,49.71,0.17,0.488,0.649,0.857,1.323,0.857,2.617,4.27,4289.78
2016-10-29,0.065933,0.000345,0.001538,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.37476,0.41,57.63000,76.83000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2126.409912,16.190001,17869.099609,85.9119,57.1508,28.2607,231.88,44.9011,219.17,17.4814,64.6193,48.7,49.71,0.17,0.488,0.649,0.857,1.323,0.857,2.617,4.27,4289.78
2016-10-30,0.065933,0.000345,0.001538,-1.06249,0.5296056,-59.224,0.3594464,2.730977,5.233581,124.402,4.777219,3.793468,4.703975,183.626,4.417773,1.5,-0.37476,0.41,33.92000,80.76000,241.176,,681.222312,474.330847,104.520733268566,6.64071502808985,988.017399,686.268428,108.321096426823,8.9784103268206,1223.163258,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2126.409912,16.190001,17869.099609,85.9119,57.1508,28.2607,231.88,44.9011,219.17,17.4814,64.6193,46.86,49.71,0.1775,0.4929,0.6493,0.857,1.3196,0.857,2.615,4.27,4289.78
2016-10-31,0.066355,0.00034,0.001537,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.37476,0.31,20.12000,95.82000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2126.149902,17.059999,17610.099609,84.9011,56.8293,28.5113,231.82,44.5986,220.32,17.3388,64.1288,46.86,48.3,0.177,0.501,0.654,0.849,1.313,0.849,2.588,4.27,4289.78
2016-11-01,0.065963,0.000331,0.001562,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.37476,0.41,13.80000,44.68000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2111.719971,18.559999,17107.599609,84.5133,55.9859,28.5318,227.58,44.2206,222.72,17.0536,63.2149,46.67,48.14,0.198,0.508,0.642,0.825,1.286,0.825,2.571,4.27,4289.78
2016-11-02,0.06645,0.000326,0.001538,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.37476,0.41,5.32000,60.79000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2097.939941,19.32,16807.400391,83.8889,56.1043,28.384,226.04,44.3718,222.87,17.2067,63.5204,45.34,46.86,0.231,0.511,0.639,0.821,1.261,0.821,2.565,4.29,4262.98
2016-11-03,0.06619,0.000326,0.001558,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.37476,0.41,34.08000,63.05000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2088.659912,22.08,16706.099609,83.6054,56.1045,28.4661,226.72,44.5608,224.72,17.4972,63.4272,44.66,46.35,0.238,0.516,0.626,0.813,1.263,0.813,2.601,4.26,4241.91
2016-11-04,0.066366,0.000331,0.001536,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.38916,0.41,36.47000,87.98000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2085.179932,22.51,16754.900391,83.2943,56.4561,28.2936,227.01,44.082,226.31,18.0993,60.5202,44.07,45.58,0.243,0.516,0.608,0.798,1.243,0.798,2.57,4.22,4213.17
2016-11-05,0.066366,0.000331,0.001536,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.38916,0.41,48.76000,107.72000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2085.179932,22.51,16754.900391,83.2943,56.4561,28.2936,227.01,44.082,226.31,18.0993,60.5202,44.07,45.58,0.243,0.516,0.608,0.798,1.243,0.798,2.57,4.22,4213.17
2016-11-06,0.066366,0.000331,0.001536,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.38916,0.41,25.79000,121.17000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2085.179932,22.51,16754.900391,83.2943,56.4561,28.2936,227.01,44.082,226.31,18.0993,60.5202,44.07,45.58,0.2307,0.5158,0.616,0.798,1.3004,0.798,2.599,4.22,4213.17
2016-11-07,0.066339,0.000326,0.001526,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.38916,0.41,34.13000,74.75000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2131.52002,18.709999,17257.599609,83.8224,56.7713,28.3634,228.78,44.1702,230.76,18.4162,58.4117,44.89,46.15,0.271,0.531,0.619,0.822,1.291,0.822,2.602,4.19,4251.19
2016-11-08,0.066326,0.000333,0.001557,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.38916,0.41,83.62000,119.44000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.75,2139.560059,18.74,17138.400391,83.7814,57.0854,28.4209,231.71,44.8255,237.78,17.6977,58.6948,44.98,46.04,0.266,0.562,0.652,0.862,1.331,0.862,2.627,4.16,4302.85
2016-11-09,0.066934,0.000334,0.001557,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.38916,0.41,203.15000,246.03000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.25,2163.26001,14.38,17024.900391,83.9087,56.1966,28.7783,227.07,43.5653,245.67,17.97,58.1809,45.27,46.36,0.292,0.557,0.716,0.894,1.474,0.894,2.881,4.18,4295.32
2016-11-10,0.066961,0.000338,0.00154,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.38916,0.41,221.84000,272.71000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.25,2167.47998,14.74,16230.700195,83.84,55.9953,29.0576,228.67,44.1324,254.81,17.1159,57.8126,44.66,45.84,0.292,0.587,0.724,0.907,1.529,0.907,2.93,4.36,4214.06
2016-11-11,0.06652,0.000325,0.001575,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.40676,0.41,60.43000,140.42000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.25,2164.449951,14.17,15659.700195,82.3754,55.5536,28.6304,225.92,43.6787,250.71,16.8543,58.3955,43.41,44.75,0.292,0.5796,0.72,0.92,1.56,0.92,2.93,4.51,4150.39
2016-11-12,0.06652,0.000325,0.001575,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.40676,0.41,99.72000,178.53000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.25,2164.449951,14.17,15659.700195,82.3754,55.5536,28.6304,225.92,43.6787,250.71,16.8543,58.3955,43.41,44.75,0.292,0.5796,0.72,0.92,1.56,0.92,2.93,4.51,4150.39
2016-11-13,0.06652,0.000325,0.001575,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.40676,0.41,98.99000,339.37000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.25,2164.449951,14.17,15659.700195,82.3754,55.5536,28.6304,225.92,43.6787,250.71,16.8543,58.3955,43.41,44.75,0.2949,0.5846,0.7237,0.92,1.5919,0.92,2.97,4.51,4150.39
2016-11-14,0.065181,0.000321,0.001535,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.40676,0.41,154.75000,263.29000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.25,2164.199951,14.48,15693.700195,82.3429,55.291,28.4661,225.52,43.0738,251.86,17.0972,57.145,43.32,44.43,0.292,0.638,0.772,0.988,1.647,0.988,2.983,4.74,4104.4
2016-11-15,0.06416,0.00032,0.001492,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.40676,0.41,28.32000,161.83000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,26.25,2180.389893,13.37,16478.400391,83.279,55.4651,28.4784,226.72,43.4266,250.16,17.0817,56.6023,45.81,46.95,0.299,0.62,0.762,1.005,1.674,1.005,2.973,4.6,4153.04
2016-11-16,0.064608,0.000325,0.001489,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.40676,0.41,40.10000,135.29000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,25.75,2176.939941,13.72,16520.900391,82.7663,54.9216,27.8541,225.86,43.3006,246.63,16.9887,56.9812,45.57,46.63,0.312,0.613,0.752,1.005,1.672,1.005,2.925,4.56,4182.48
2016-11-17,0.064537,0.000321,0.001482,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.40676,0.41,59.36000,111.00000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,25.75,2187.120117,13.35,16471.699219,82.7271,55.0793,27.7103,226.72,42.7965,248.92,16.8388,57.1711,45.42,46.49,0.297,0.618,0.76,1.026,1.713,1.026,2.988,4.58,4185.71
2016-11-18,0.064524,0.000314,0.001499,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.42424,0.41,34.71000,176.29000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,25.75,2181.899902,12.85,16385.099609,83.022,55.301,27.8294,227.7,43.2376,246.53,16.751,57.3138,45.69,46.86,0.281,0.608,0.762,1.06,1.779,1.06,3.017,4.6,4185.78
2016-11-19,0.064524,0.000314,0.001499,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.42424,0.41,30.95000,117.88000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,25.75,2181.899902,12.85,16385.099609,83.022,55.301,27.8294,227.7,43.2376,246.53,16.751,57.3138,45.69,46.86,0.281,0.608,0.762,1.06,1.779,1.06,3.017,4.6,4185.78
2016-11-20,0.064524,0.000314,0.001499,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.42424,0.41,54.65000,111.02000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,25.75,2181.899902,12.85,16385.099609,83.022,55.301,27.8294,227.7,43.2376,246.53,16.751,57.3138,45.69,46.86,0.2839,0.605,0.7544,1.06,1.8025,1.06,3.026,4.6,4185.78
2016-11-21,0.064531,0.000319,0.00147,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.42424,0.41,19.03000,94.21000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,25.75,2198.179932,12.42,16844.300781,84.8851,56.115,28.273,233.77,44.0189,251.46,16.875,57.458,47.49,48.9,0.264,0.592,0.767,1.085,1.796,1.085,3.011,4.61,4233.55
2016-11-22,0.06502,0.000317,0.001509,-0.847478,0.3369913,-61.831,-0.06934957,2.802914,4.992117,122.836,4.593673,3.650392,4.655126,184.667,4.663023,1.5,-0.42424,0.41,7.26000,102.35000,241.741,,672.832697,480.032784,104.695061605092,6.65846041436612,909.183206,611.278563,108.255832925436,9.30970109095497,1117.928727,18555893.3,5808939.3,161580610.7,822768.2,7.75,3.5,25.75,2202.939941,12.41,17306.800781,85.1386,56.0524,28.9056,236.0,43.8173,254.29,16.7252,57.6715,48.03,49.12,0.238,0.623,0.767,1.095,1.781,1.095,3.008,4.59,4216.62
