,ARSUSD,COPUSD,CLPUSD,Net trade in goods (value)_Colombia,Net trade in goods (value)_Chile,Net trade in goods (value)_United States,Net trade in goods (value)_Argentina,Exports in goods (value)_Colombia,Exports in goods (value)_Chile,Exports in goods (value)_United States,Exports in goods (value)_Argentina,Imports in goods (value)_Colombia,Imports in goods (value)_Chile,Imports in goods (value)_United States,Imports in goods (value)_Argentina,Insured Unemployment Rate,Chicago Fed National Financial Conditions Index,Federal Funds Effective Rate,Equity Market-related Economic Uncertainty Index,Economic Policy Uncertainty Index for United States,Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,Consumer Price Index: All items: Total: Total for Argentina,U.S. Exports of Goods by F.A.S. Basis to Argentina,U.S. Imports of Goods by Customs Basis from Argentina,Consumer Price Index: All Items: Total: Total for Chile,Unemployment Rate: Aged 15 and over: All Persons for Chile,U.S. Exports of Goods by F.A.S. Basis to Chile,U.S. Imports of Goods by Customs Basis from Chile,Consumer Price Index: All items: Total: Total for Colombia,Unemployment Rate: Aged 15 and over: All Persons for Colombia,U.S. Exports of Goods by F.A.S. Basis to Colombia,GDP_United States,GDP_Argentina,GDP_Chile,GDP_Colombia,Interest Rate_Columbia,Interest Rate_Chile,Interest Rate_Argentina,SP500,VIX,Merval,BBG_Comm_Index,BBG_Agriculture_Index,BBG_Aluminum_Index,BBG_Soybeans_Index,BBG_SoybeansOil_Index,BBG_Copper_Index,BBG_Coffee_Index,BBG_Cocoa_Index,Crude Oil Commodity,Brent Crude Commodity,US GBond 1M,US GBond 6M,US GBond 1Y,US GBond 2Y,US GBond 5Y,US GBond 10Y,US GBond 30Y,Chile GBond 10Y,S&P CLX IPSA
2015-02-09,0.115512,0.000423,0.001595,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.52514,0.12,48.30000,87.49000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2046.73999,18.549999,9120.0,103.5666,61.2883,33.3114,222.83,43.7684,263.81,21.1767,67.4423,52.86,58.34,0.015,0.074,0.234,0.644,1.484,0.644,2.52,4.27,3923.71
2015-02-10,0.115436,0.00042,0.001603,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.52514,0.12,73.17000,83.73000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2068.590088,17.23,9017.0,102.1225,60.5117,32.5886,220.56,43.0047,260.93,20.15,67.4047,50.02,56.43,0.013,0.074,0.234,0.66,1.51,0.66,2.572,4.27,3905.48
2015-02-11,0.115457,0.000416,0.001599,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.52514,0.12,58.88000,50.54000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2068.530029,16.959999,9118.5,101.6249,60.5887,32.3432,222.23,43.4133,259.52,20.1563,67.781,48.84,54.66,0.018,0.071,0.229,0.656,1.514,0.656,2.564,4.25,3920.45
2015-02-12,0.115425,0.000419,0.001589,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.52514,0.12,6.43000,26.96000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2088.47998,15.34,9322.5,103.0098,60.8792,32.6967,223.59,43.7452,265.75,20.7969,68.7967,51.21,57.05,0.018,0.068,0.229,0.632,1.497,0.632,2.571,4.23,3963.81
2015-02-13,0.11536,0.00042,0.001607,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.53302,0.12,7.96000,54.65000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2096.98999,14.69,9562.200195,104.472,61.3434,32.6035,225.41,44.275,266.42,20.6789,69.0796,52.78,61.52,0.01,0.066,0.221,0.641,1.515,0.641,2.625,4.23,3983.27
2015-02-14,0.11536,0.00042,0.001607,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.7,-0.53302,0.12,22.80000,56.60000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2096.98999,14.69,9562.200195,104.472,61.3434,32.6035,225.41,44.275,266.42,20.6789,69.0796,52.78,61.52,0.01,0.066,0.221,0.641,1.515,0.641,2.625,4.23,3983.27
2015-02-15,0.11536,0.00042,0.001607,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.7,-0.53302,0.12,19.75000,67.80000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2096.98999,14.69,9562.200195,104.472,61.3434,32.6035,225.41,44.275,266.42,20.6789,69.0796,52.78,61.52,0.01,0.066,0.221,0.641,1.515,0.641,2.625,4.23,3983.27
2015-02-16,0.115371,0.000427,0.001618,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.7,-0.53302,0.12,12.26000,37.41000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2096.98999,14.69,9562.200195,104.472,61.3434,32.6035,225.41,44.275,266.42,20.6789,69.0796,52.78,61.4,0.0101,0.0659,0.2182,0.641,1.498,0.641,2.639,4.2,3994.03
2015-02-17,0.115266,0.041408,0.00161,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.7,-0.53302,0.12,9.48000,50.67000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2100.340088,15.8,9562.200195,103.9821,61.7792,32.2706,229.26,44.1799,263.76,19.7288,69.339,53.53,62.53,0.008,0.066,0.223,0.674,1.618,0.674,2.739,4.18,3983.54
2015-02-18,0.11525,0.000411,0.001615,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.7,-0.53302,0.12,7.48000,37.15000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2099.679932,15.45,9513.200195,103.21,61.1185,32.2928,226.43,43.7452,266.77,19.4928,70.0696,52.14,60.53,0.01,0.068,0.203,0.605,1.521,0.605,2.695,4.19,3990.16
2015-02-19,0.115125,0.00041,0.001615,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.7,-0.53302,0.12,124.64000,102.56000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2097.449951,15.29,9388.599609,103.2202,61.1549,32.2706,229.15,43.5278,267.34,18.9587,70.1168,51.16,60.21,0.015,0.066,0.211,0.621,1.573,0.621,2.73,4.2,3996.13
2015-02-20,0.115096,0.040816,0.001617,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.7,-0.54323,0.12,7.77000,35.63000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2110.300049,14.3,9436.700195,102.7283,60.4439,31.8356,227.11,43.0251,264.83,18.9898,70.2111,50.34,60.22,0.013,0.066,0.213,0.646,1.605,0.646,2.736,4.2,3994.14
2015-02-21,0.115096,0.040816,0.001617,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.54323,0.12,11.08000,50.96000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2110.300049,14.3,9436.700195,102.7283,60.4439,31.8356,227.11,43.0251,264.83,18.9898,70.2111,50.34,60.22,0.013,0.066,0.213,0.646,1.605,0.646,2.736,4.2,3994.14
2015-02-22,0.115096,0.040816,0.001617,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.54323,0.12,9.52000,62.23000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2110.300049,14.3,9436.700195,102.7283,60.4439,31.8356,227.11,43.0251,264.83,18.9898,70.2111,50.34,60.22,0.0127,0.0634,0.2132,0.646,1.5919,0.646,2.718,4.2,3994.14
2015-02-23,0.114956,0.000401,0.001625,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.54323,0.11,11.66000,76.09000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2109.659912,14.56,9509.599609,101.7313,59.8406,31.7957,226.94,42.5632,264.37,18.4123,70.7297,49.45,58.9,0.018,0.063,0.208,0.61,1.545,0.61,2.651,4.2,4024.08
2015-02-24,0.114945,0.000399,0.001608,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.54323,0.11,9.05000,128.86000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2115.47998,13.69,9644.299805,101.9664,60.2194,32.1197,230.85,42.9436,269.79,18.493,71.1068,49.28,58.66,0.015,0.071,0.19,0.561,1.459,0.561,2.596,4.2,3987.49
2015-02-25,0.115058,0.000403,0.001617,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.54323,0.11,7.20000,74.82000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2113.860107,13.84,9564.299805,102.7864,59.6064,31.8356,229.03,43.3512,270.2,17.8161,69.7399,50.99,61.63,0.015,0.071,0.188,0.61,1.463,0.61,2.57,4.2,3986.05
2015-02-26,0.114747,0.000401,0.00162,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.54323,0.11,6.43000,74.61000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2110.73999,13.91,9334.799805,102.1028,60.1167,32.0398,232.6,43.5278,275.41,17.4559,70.2584,48.17,60.05,0.015,0.076,0.203,0.65,1.528,0.65,2.609,4.2,3988.89
2015-02-27,0.114664,0.000401,0.001617,-2.027406,0.7879478,-62.786,-0.1706318,3.206605,5.913758,128.128,4.727647,5.234011,5.12581,190.914,4.898279,1.8,-0.55269,0.06,7.70000,116.63000,234.747,,684.404054,362.779924,97.5802863706112,6.47491235764678,1172.263253,977.294418,97.0060368738783,8.96313771066714,1371.121282,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2104.5,13.34,9601.599609,103.4379,60.5239,32.2085,233.79,44.7641,275.1,17.4497,71.0834,49.76,62.58,0.018,0.074,0.193,0.626,1.504,0.626,2.6,4.18,3983.72
2015-02-28,0.114664,0.000401,0.001617,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55269,0.06,11.29000,70.02000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2104.5,13.34,9601.599609,103.4379,60.5239,32.2085,233.79,44.7641,275.1,17.4497,71.0834,49.76,62.58,0.018,0.074,0.193,0.626,1.504,0.626,2.6,4.18,3983.72
2015-03-01,0.114664,0.000401,0.001617,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55269,0.06,9.64000,90.02000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2104.5,13.34,9601.599609,103.4379,60.5239,32.2085,233.79,44.7641,275.1,17.4497,71.0834,49.76,62.58,0.0203,0.0735,0.1905,0.626,1.5119,0.626,2.602,4.18,3983.72
2015-03-02,0.114379,0.000395,0.001622,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55269,0.12,11.78000,91.47000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2117.389893,13.04,9575.400391,101.8861,59.6206,31.951,229.71,44.601,275.72,17.1827,70.8478,49.59,59.54,0.018,0.074,0.195,0.662,1.578,0.662,2.685,4.21,3940.95
2015-03-03,0.114567,0.00039,0.001622,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55269,0.12,8.99000,37.66000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2107.780029,13.86,9682.099609,102.0982,59.445,31.7957,229.37,44.7912,271.53,16.1146,71.2249,50.52,61.02,0.01,0.079,0.195,0.682,1.614,0.682,2.711,4.25,3966.17
2015-03-04,0.114499,0.000393,0.001621,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55269,0.11,7.38000,89.94000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2098.530029,14.23,9668.400391,102.0542,58.9516,31.9111,225.24,43.7588,271.83,17.0834,70.8714,51.53,60.55,0.008,0.081,0.25,0.667,1.598,0.667,2.721,4.28,3963.0
2015-03-05,0.114424,0.000393,0.001618,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55269,0.11,6.47000,69.01000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2101.040039,14.04,9939.400391,101.6979,58.4996,31.9377,223.31,42.8893,271.12,16.7729,70.6122,50.76,60.48,0.01,0.079,0.234,0.643,1.573,0.643,2.714,4.25,3952.89
2015-03-06,0.114373,0.000388,0.00161,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55846,0.12,7.73000,47.16000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2071.26001,15.2,9928.700195,100.7694,58.4707,31.5737,223.2,42.4953,266.67,17.3752,69.4102,49.61,59.73,0.01,0.099,0.262,0.723,1.696,0.723,2.839,4.36,3933.54
2015-03-07,0.114373,0.000388,0.00161,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55846,0.12,11.21000,72.56000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2071.26001,15.2,9928.700195,100.7694,58.4707,31.5737,223.2,42.4953,266.67,17.3752,69.4102,49.61,59.73,0.01,0.099,0.262,0.723,1.696,0.723,2.839,4.36,3933.54
2015-03-08,0.114373,0.000388,0.00161,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55846,0.12,9.75000,70.57000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2071.26001,15.2,9928.700195,100.7694,58.4707,31.5737,223.2,42.4953,266.67,17.3752,69.4102,50.0,59.73,0.0101,0.1017,0.2607,0.723,1.7055,0.723,2.849,4.36,3933.54
2015-03-09,0.114338,0.000387,0.001595,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55846,0.12,47.28000,63.31000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2079.429932,15.06,10051.700195,100.3442,58.633,31.516,225.07,42.1149,272.96,17.015,69.1511,50.0,58.53,0.01,0.092,0.244,0.7,1.653,0.7,2.799,4.34,3890.58
2015-03-10,0.114205,0.00038,0.001593,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55846,0.12,8.94000,85.17000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2044.160034,16.690001,9832.5,99.1358,58.2487,31.192,223.09,42.0606,268.2,16.7729,68.6561,48.29,56.39,0.015,0.102,0.239,0.684,1.606,0.684,2.721,4.3,3871.16
2015-03-11,0.114076,0.000381,0.001576,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55846,0.11,7.28000,44.39000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2040.23999,16.870001,10131.900391,99.3781,58.5549,30.8946,224.95,42.2508,266.36,16.363,67.2892,48.17,57.54,0.023,0.102,0.239,0.688,1.612,0.688,2.683,4.33,3867.46
2015-03-12,0.113983,0.000381,0.001569,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.55846,0.11,6.36000,33.90000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2065.949951,15.42,10098.400391,98.9953,58.5851,30.9389,224.44,41.9383,271.73,16.4189,66.8885,47.05,57.08,0.025,0.102,0.237,0.656,1.577,0.656,2.678,4.29,3873.52
2015-03-13,0.113977,0.000381,0.001579,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.56215,0.11,7.62000,52.24000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2053.399902,16.0,10245.299805,97.5777,57.4833,31.3695,220.71,41.4221,272.24,16.1208,66.4172,44.84,54.67,0.028,0.109,0.237,0.653,1.582,0.653,2.694,4.31,3826.46
2015-03-14,0.113977,0.000381,0.001579,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.56215,0.11,11.33000,39.04000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2053.399902,16.0,10245.299805,97.5777,57.4833,31.3695,220.71,41.4221,272.24,16.1208,66.4172,44.84,54.67,0.028,0.109,0.237,0.653,1.582,0.653,2.694,4.31,3826.46
2015-03-15,0.113977,0.000381,0.001579,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.56215,0.11,9.60000,36.66000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2053.399902,16.0,10245.299805,97.5777,57.4833,31.3695,220.71,41.4221,272.24,16.1208,66.4172,43.88,54.67,0.0304,0.1094,0.2378,0.653,1.5789,0.653,2.69,4.31,3826.46
2015-03-16,0.113709,0.000375,0.001564,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.56215,0.12,11.81000,53.97000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2081.189941,15.61,10746.700195,97.3299,57.834,31.3473,219.63,41.2862,272.65,17.1455,65.7809,43.88,53.44,0.031,0.142,0.242,0.653,1.567,0.653,2.676,4.34,3830.7
2015-03-17,0.113898,0.000376,0.001562,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.56215,0.12,8.96000,37.53000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2074.280029,15.66,10987.299805,96.9626,56.9778,31.6359,216.29,40.8107,269.12,17.1579,65.7103,43.46,53.51,0.038,0.158,0.26,0.67,1.556,0.67,2.616,4.35,3849.72
2015-03-18,0.113859,0.000377,0.001561,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.56215,0.11,29.26000,78.20000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2099.5,13.97,11275.299805,98.1868,57.6355,31.2497,218.67,41.6122,262.74,17.3938,65.0033,44.66,55.91,0.031,0.117,0.209,0.565,1.423,0.565,2.537,4.38,3865.4
2015-03-19,0.113795,0.000381,0.001572,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.56215,0.12,19.73000,52.74000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2089.27002,14.07,11148.5,97.9882,57.6004,31.5249,217.93,41.5987,271.88,17.9031,63.9899,43.96,54.43,0.005,0.122,0.234,0.617,1.475,0.617,2.538,4.37,3863.2
2015-03-20,0.113808,0.000389,0.001563,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.8,-0.56557,0.12,31.01000,56.33000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2108.100098,13.02,11385.400391,99.5455,58.5491,31.8134,220.65,41.6802,282.21,17.8037,65.7576,45.72,55.32,0.005,0.104,0.224,0.585,1.416,0.585,2.504,4.38,3885.25
2015-03-21,0.113808,0.000389,0.001563,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.7,-0.56557,0.12,11.59000,39.84000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2108.100098,13.02,11385.400391,99.5455,58.5491,31.8134,220.65,41.6802,282.21,17.8037,65.7576,45.72,55.32,0.005,0.104,0.224,0.585,1.416,0.585,2.504,4.38,3885.25
2015-03-22,0.113808,0.000389,0.001563,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.7,-0.56557,0.12,48.66000,67.02000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2108.100098,13.02,11385.400391,99.5455,58.5491,31.8134,220.65,41.6802,282.21,17.8037,65.7576,47.45,55.32,0.0051,0.1014,0.2226,0.585,1.4095,0.585,2.502,4.38,3885.25
2015-03-23,0.113723,0.000391,0.001584,-1.570127,0.4853207,-57.431,-0.2357276,3.4273,5.508653,126.665,4.732506,4.997427,5.023332,184.096,4.968234,1.7,-0.56557,0.12,47.18000,108.15000,235.342,,674.283546,253.955108,97.9289430436638,6.2206268107975,1490.131267,862.187425,98.1236743351281,8.95866408821352,1206.812712,17945280.6,5786444.6,156439076.0,792485.6,4.5,3.0,,2104.419922,13.41,11385.400391,100.1287,59.1163,31.8312,222.86,42.3187,285.12,17.6174,64.9801,47.45,55.92,0.005,0.094,0.219,0.581,1.396,0.581,2.509,4.36,3878.24
